dataset,model,status,seed_num,MAE_mean,MAE_std,R2_mean,R2_std,RMSE_mean,RMSE_std,SMAPE_mean,SMAPE_std,Time_mean,Time_std,log_file,source,target,target_display,train_pct,model_family,tier
outo_avg_ys_rs80,resnet,OK,5,10.1994827,0.216036652,0.968432704,0.00121975831,14.5808213,0.282397241,2.51224479,0.0505662248,40.3063148,2.26198549,results/logs_full/outo_avg_ys_rs80__resnet.log,Outo,AVG_YS,AVG_YS,80,Deep,private
outo_avg_ys_rs80,tabm,OK,5,11.9305165,0.0679449959,0.955812099,0.00061129624,17.253851,0.11925612,2.90259942,0.0180151618,61.2582504,8.29705812,results/logs_full/outo_avg_ys_rs80__tabm.log,Outo,AVG_YS,AVG_YS,80,Deep,private
outo_avg_ys_rs80,tabpfn_v2,OK,5,7.02017673,0.0395993831,0.980133141,0.000321213694,11.5689806,0.0937187554,1.70657021,0.0105853133,5.33750157,1.82823571,results/logs_full/outo_avg_ys_rs80__tabpfn_v2.log,Outo,AVG_YS,AVG_YS,80,TFM,private
outo_avg_ys_rs80,tabpfn_v3,OK,5,6.45091561,0.0096325554,0.983121972,9.41761931e-05,10.6636012,0.0297685887,1.586984,0.00287027281,3.79188323,0.704128591,results/logs_full/outo_avg_ys_rs80__tabpfn_v3.log,Outo,AVG_YS,AVG_YS,80,TFM,private
outo_avg_ys_rs80,xgboost,OK,5,7.7859045,0.0356771902,0.978583795,0.000455566641,12.0113357,0.128068908,1.91426841,0.00840225886,1.00262733,0.17681104,results/logs_full/outo_avg_ys_rs80__xgboost.log,Outo,AVG_YS,AVG_YS,80,Classical,private
tata_rm_rs50,catboost,OK,5,6.07639607,0.130813163,0.901979538,0.00169257602,11.0446257,0.095101271,1.438745,0.0311371335,15.24286699,4.08883835,results/logs_full/tata_rm_rs50__catboost.log,Tata,RM,RM,50,Classical,private
tata_rm_rs50,ftt,OK,5,6.15128326,0.0645036291,0.901998297,0.00106067052,11.0438171,0.05964888,1.4593839,0.0158207929,56.3310674,9.05140682,results/logs_full/tata_rm_rs50__ftt.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,lightgbm,OK,5,6.35158766,0.00119820468,0.889781965,1.81431649e-05,11.7121077,0.000963968504,1.50892104,0.000265736933,9.01119161,2.99553213,results/logs_full/tata_rm_rs50__lightgbm.log,Tata,RM,RM,50,Classical,private
tata_rm_rs50,limix,OK,5,5.62875769,0.0139991418,0.904747615,0.000434899802,10.8879351,0.0248606847,1.331887,0.00326636147,24.717741,2.79193266,results/logs_full/tata_rm_rs50__limix.log,Tata,RM,RM,50,TFM,private
tata_rm_rs50,mitra,OK,5,6.32186588,0.0,0.899949871,0.0,11.1588015,0.0,1.49652498,0.0,32.6434639,5.28839578,results/logs_full/tata_rm_rs50__mitra.log,Tata,RM,RM,50,TFM,private
tata_rm_rs50,mlp,OK,5,6.13051967,0.0292741889,0.893054017,0.00126538191,11.536747,0.0682387148,1.45412969,0.00728820101,10.3596004,1.41912459,results/logs_full/tata_rm_rs50__mlp.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,modernNCA,OK,5,7.42181946,0.181420329,0.849742797,0.00946374329,13.6683075,0.426814502,1.7590596,0.0438350218,2.2299356,0.543174708,results/logs_full/tata_rm_rs50__modernNCA.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,realmlp,OK,5,6.29239837,0.0812958745,0.897063782,0.00122337894,11.3184025,0.0673795533,1.49285289,0.0212692938,29.7722576,3.80641732,results/logs_full/tata_rm_rs50__realmlp.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,resnet,OK,5,6.23949124,0.0665449554,0.891891745,0.0021886779,11.5988769,0.117330187,1.48118703,0.0171827413,8.25293999,1.4882338,results/logs_full/tata_rm_rs50__resnet.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,tabm,OK,5,6.37625399,0.0314539736,0.894239692,0.00103495515,11.4726804,0.0560610884,1.51642962,0.00733735829,47.596093,2.54028972,results/logs_full/tata_rm_rs50__tabm.log,Tata,RM,RM,50,Deep,private
tata_rm_rs50,tabpfn_v2,OK,5,5.74521701,0.00120644273,0.895961385,0.000145163541,11.3790473,0.00793974834,1.36113013,0.000232482914,5.84690995,1.31837859,results/logs_full/tata_rm_rs50__tabpfn_v2.log,Tata,RM,RM,50,TFM,private
tata_rm_rs50,tabpfn_v3,OK,5,5.53055563,0.00835701544,0.907415423,0.000633722754,10.734344,0.0367109854,1.30687957,0.00238319112,5.11333485,0.824559253,results/logs_full/tata_rm_rs50__tabpfn_v3.log,Tata,RM,RM,50,TFM,private
tata_rm_rs50,xgboost,OK,5,6.63448006,0.145233039,0.882394268,0.00620670154,12.0939867,0.321591844,1.57914373,0.0341285137,0.7781857,0.71727471,results/logs_full/tata_rm_rs50__xgboost.log,Tata,RM,RM,50,Classical,private
tata_rm_rs60,catboost,OK,5,5.98491577,0.0300973727,0.912598286,0.0012331692,10.477724,0.0740059059,1.41016802,0.00729575979,13.97418046,3.82290995,results/logs_full/tata_rm_rs60__catboost.log,Tata,RM,RM,60,Classical,private
tata_rm_rs60,ftt,OK,5,5.94199429,0.0430336484,0.913268359,0.00127263835,10.4374617,0.0766194021,1.39992199,0.0123626526,108.287463,24.2928581,results/logs_full/tata_rm_rs60__ftt.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,lightgbm,OK,5,6.28138911,0.000984880013,0.906471905,1.41588542e-05,10.838991,0.000820453489,1.48823641,0.000229241806,9.9745697,2.67575438,results/logs_full/tata_rm_rs60__lightgbm.log,Tata,RM,RM,60,Classical,private
tata_rm_rs60,limix,OK,5,5.418269,0.0148438178,0.921828256,0.000233062683,9.90928318,0.0147764713,1.27365418,0.00344929617,14.7751709,1.83921386,results/logs_full/tata_rm_rs60__limix.log,Tata,RM,RM,60,TFM,private
tata_rm_rs60,mitra,OK,5,6.23737268,0.0,0.911257879,1.11022302e-16,10.5580257,0.0,1.46895362,0.0,28.2420477,1.19475783,results/logs_full/tata_rm_rs60__mitra.log,Tata,RM,RM,60,TFM,private
tata_rm_rs60,mlp,OK,5,5.99100694,0.0263316219,0.908805385,0.001109173,10.7027266,0.064880168,1.41077937,0.00647485475,21.92867,2.05964601,results/logs_full/tata_rm_rs60__mlp.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,modernNCA,OK,5,7.43389382,0.226958035,0.869438191,0.0125380165,12.7914366,0.618180028,1.75475629,0.0546905442,2.00806737,0.383580297,results/logs_full/tata_rm_rs60__modernNCA.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,realmlp,OK,5,5.95883164,0.0481817169,0.911670787,0.00110793011,10.5332267,0.0661414332,1.40459473,0.00917537121,38.3253928,2.92341071,results/logs_full/tata_rm_rs60__realmlp.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,resnet,OK,5,6.10797727,0.0852097022,0.907793908,0.00216388985,10.7613758,0.126120949,1.440472,0.0208754061,8.51890535,1.76484063,results/logs_full/tata_rm_rs60__resnet.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,tabm,OK,5,6.18679831,0.0396732312,0.910057553,0.00066518127,10.6291172,0.0392843991,1.46207094,0.0093045969,52.4782173,3.66452069,results/logs_full/tata_rm_rs60__tabm.log,Tata,RM,RM,60,Deep,private
tata_rm_rs60,tabpfn_v2,OK,5,5.60677518,0.00948179258,0.913834099,0.000631875504,10.4035753,0.0381157222,1.31990114,0.00249234809,5.66321454,1.24264403,results/logs_full/tata_rm_rs60__tabpfn_v2.log,Tata,RM,RM,60,TFM,private
tata_rm_rs60,tabpfn_v3,OK,5,5.38549643,0.00919457429,0.921186138,0.000308710765,9.94989015,0.0194880724,1.26319826,0.00253661111,3.6191896,0.322664982,results/logs_full/tata_rm_rs60__tabpfn_v3.log,Tata,RM,RM,60,TFM,private
tata_rm_rs60,xgboost,OK,5,6.39417014,0.12435408,0.900285602,0.00351770829,11.1899632,0.198170068,1.51060942,0.0297350196,0.47009487,0.09291737,results/logs_full/tata_rm_rs60__xgboost.log,Tata,RM,RM,60,Classical,private
tata_rm_rs70,catboost,OK,5,5.91065313,0.0661557512,0.925830882,0.0015421457,9.77873771,0.101897948,1.39399226,0.0168557358,9.59364166,0.64547451,results/logs_full/tata_rm_rs70__catboost.log,Tata,RM,RM,70,Classical,private
tata_rm_rs70,ftt,OK,5,5.87959593,0.0807540306,0.930184898,0.00111855962,9.48758503,0.0757047966,1.3868787,0.0198800726,78.4942355,17.2657161,results/logs_full/tata_rm_rs70__ftt.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,lightgbm,OK,5,5.99019532,0.00144343542,0.926439369,3.81573941e-05,9.73907087,0.00252564251,1.41620998,0.000344679918,10.60447006,3.13905926,results/logs_full/tata_rm_rs70__lightgbm.log,Tata,RM,RM,70,Classical,private
tata_rm_rs70,limix,OK,5,5.27709707,0.0166854327,0.936837962,0.000157387491,9.02448747,0.0112431691,1.24132751,0.0040268639,27.6045643,2.8802041,results/logs_full/tata_rm_rs70__limix.log,Tata,RM,RM,70,TFM,private
tata_rm_rs70,mitra,OK,5,5.96275247,0.0,0.927639071,1.11022302e-16,9.65932737,0.0,1.4047717,0.0,22.5545666,1.01804499,results/logs_full/tata_rm_rs70__mitra.log,Tata,RM,RM,70,TFM,private
tata_rm_rs70,mlp,OK,5,5.74971937,0.0432110301,0.927873377,0.000576258469,9.64359899,0.038577842,1.35632792,0.0112357107,13.4193022,0.908065322,results/logs_full/tata_rm_rs70__mlp.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,modernNCA,OK,5,6.93022821,0.0733649797,0.896926616,0.00413178112,11.5260832,0.229849034,1.63665876,0.0180787739,3.64788699,0.658558937,results/logs_full/tata_rm_rs70__modernNCA.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,realmlp,OK,5,5.87163637,0.0780305261,0.926663308,0.000938832311,9.7240369,0.0621788791,1.38419998,0.0187269122,47.1846944,7.54808965,results/logs_full/tata_rm_rs70__realmlp.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,resnet,OK,5,5.90293828,0.04862458,0.924782762,0.00188675773,9.84735006,0.123460731,1.39536967,0.0121178183,11.1402209,1.68192247,results/logs_full/tata_rm_rs70__resnet.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,tabm,OK,5,6.06134041,0.0492576785,0.926679485,0.000951822499,9.72295804,0.0631418192,1.43263581,0.0110485111,53.7763925,10.0096898,results/logs_full/tata_rm_rs70__tabm.log,Tata,RM,RM,70,Deep,private
tata_rm_rs70,tabpfn_v2,OK,5,5.36124698,0.00264748334,0.935321526,0.000132449275,9.13218021,0.0093523428,1.25979601,0.000641460068,5.88989491,1.04596275,results/logs_full/tata_rm_rs70__tabpfn_v2.log,Tata,RM,RM,70,TFM,private
tata_rm_rs70,tabpfn_v3,OK,5,5.24104574,0.0133950288,0.937654653,0.000253425797,8.96594236,0.018217232,1.22889185,0.00348344378,3.94437776,1.20998494,results/logs_full/tata_rm_rs70__tabpfn_v3.log,Tata,RM,RM,70,TFM,private
tata_rm_rs70,xgboost,OK,5,6.23944956,0.125898153,0.916479531,0.00549677448,10.3719728,0.337581204,1.47812725,0.0308019695,0.42748642,0.16954721,results/logs_full/tata_rm_rs70__xgboost.log,Tata,RM,RM,70,Classical,private
tata_rm_rs80,catboost,OK,5,5.90343139,0.0441968939,0.920947602,0.00198587476,9.79902903,0.123285858,1.38632419,0.011537969,13.71588783,4.31284481,results/logs_full/tata_rm_rs80__catboost.log,Tata,RM,RM,80,Classical,private
tata_rm_rs80,ftt,OK,5,6.28966424,0.182136763,0.919829391,0.00251142794,9.8676672,0.15415279,1.4724371,0.0438490412,85.2765661,23.0203284,results/logs_full/tata_rm_rs80__ftt.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,lightgbm,OK,5,6.20756141,0.000845400672,0.916082172,9.82596126e-06,10.0968756,0.000591136463,1.46221538,0.000190256326,10.82964826,3.57529185,results/logs_full/tata_rm_rs80__lightgbm.log,Tata,RM,RM,80,Classical,private
tata_rm_rs80,limix,OK,5,5.33135423,0.0119861905,0.932058129,0.000129596828,9.08507373,0.00866952266,1.24654088,0.00270055014,28.187996,2.51827445,results/logs_full/tata_rm_rs80__limix.log,Tata,RM,RM,80,TFM,private
tata_rm_rs80,mitra,OK,5,6.1563073,0.0,0.920375079,1.11022302e-16,9.83522723,0.0,1.44272564,0.0,13.1432261,0.468455536,results/logs_full/tata_rm_rs80__mitra.log,Tata,RM,RM,80,TFM,private
tata_rm_rs80,mlp,OK,5,5.99673848,0.116354261,0.922476067,0.00157396581,9.70410007,0.0988344875,1.40503611,0.0270446855,18.2760763,5.67963518,results/logs_full/tata_rm_rs80__mlp.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,modernNCA,OK,5,7.02003584,0.279297436,0.891149284,0.0145664449,11.4749928,0.748969846,1.64831712,0.0656449516,3.1402894,0.496670977,results/logs_full/tata_rm_rs80__modernNCA.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,realmlp,OK,5,6.07054131,0.147743292,0.921866842,0.0018798582,9.7419536,0.117379401,1.42373906,0.0359640985,46.9028324,4.77855337,results/logs_full/tata_rm_rs80__realmlp.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,resnet,OK,5,6.34923069,0.279503828,0.917280038,0.00411848997,10.0215414,0.24573867,1.49000488,0.0681779952,26.1595934,9.01667154,results/logs_full/tata_rm_rs80__resnet.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,tabm,OK,5,6.34958392,0.0699292295,0.918627957,0.00104885985,9.94233709,0.0640656465,1.48948241,0.0156945672,46.7677736,9.53609604,results/logs_full/tata_rm_rs80__tabm.log,Tata,RM,RM,80,Deep,private
tata_rm_rs80,tabpfn_v2,OK,5,5.42165196,0.00371205999,0.93151175,8.84612127e-05,9.12153302,0.00589027161,1.26329449,0.0010351228,6.95570927,1.90752523,results/logs_full/tata_rm_rs80__tabpfn_v2.log,Tata,RM,RM,80,TFM,private
tata_rm_rs80,tabpfn_v3,OK,5,5.25607286,0.0108652546,0.933099871,0.000141625147,9.01515346,0.00954966765,1.22376177,0.00266718882,4.37601342,0.507802197,results/logs_full/tata_rm_rs80__tabpfn_v3.log,Tata,RM,RM,80,TFM,private
tata_rm_rs80,xgboost,OK,5,6.21418201,0.152889966,0.914966752,0.0038700623,10.1611141,0.231773189,1.45605487,0.0355882876,0.43243647,0.27242925,results/logs_full/tata_rm_rs80__xgboost.log,Tata,RM,RM,80,Classical,private
tata_rp_rs50,catboost,OK,5,12.136522,0.120945191,0.675208724,0.0029911461,17.2139114,0.0794753085,4.14792878,0.0424589611,16.26190014,4.53039698,results/logs_full/tata_rp_rs50__catboost.log,Tata,RP,RP,50,Classical,private
tata_rp_rs50,ftt,OK,5,12.3849163,0.0575424692,0.658591296,0.00253947017,17.6488455,0.0656838393,4.22920651,0.0201801451,43.1146103,3.80835424,results/logs_full/tata_rp_rs50__ftt.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,lightgbm,OK,5,12.3263747,0.00178209871,0.653775272,2.23153751e-05,17.7730129,0.000572768348,4.21863296,0.000647907675,8.76326752,1.92490189,results/logs_full/tata_rp_rs50__lightgbm.log,Tata,RP,RP,50,Classical,private
tata_rp_rs50,limix,OK,5,11.479826,0.0131239402,0.692711735,0.00067191726,16.743828,0.0183035228,3.91878821,0.0050511022,29.0110944,3.99854707,results/logs_full/tata_rp_rs50__limix.log,Tata,RP,RP,50,TFM,private
tata_rp_rs50,mitra,OK,5,12.7435817,0.0,0.6547761,0.0,17.7473062,0.0,4.35727251,0.0,57.9753996,0.444451834,results/logs_full/tata_rp_rs50__mitra.log,Tata,RP,RP,50,TFM,private
tata_rp_rs50,mlp,OK,5,12.258086,0.0838603197,0.658606955,0.00247983584,17.6484466,0.0640902092,4.19403761,0.0282137363,8.35715175,1.88259512,results/logs_full/tata_rp_rs50__mlp.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,modernNCA,OK,5,12.5509367,0.125259005,0.630161518,0.0161233516,18.3647669,0.399325455,4.29101047,0.0412312906,3.43729525,0.565076089,results/logs_full/tata_rp_rs50__modernNCA.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,realmlp,OK,5,12.3594568,0.0456575848,0.659710874,0.00358172644,17.6197635,0.0924423222,4.22323624,0.0162936384,31.9508158,4.13216022,results/logs_full/tata_rp_rs50__realmlp.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,resnet,OK,5,12.3404761,0.0834029811,0.65478439,0.00598831924,17.7464291,0.153520304,4.2268451,0.0256745317,9.37595153,2.52067119,results/logs_full/tata_rp_rs50__resnet.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,tabm,OK,5,12.3562519,0.0573958212,0.661122425,0.00288120196,17.5832644,0.0747485546,4.22153379,0.0185297048,34.2880085,8.20231128,results/logs_full/tata_rp_rs50__tabm.log,Tata,RP,RP,50,Deep,private
tata_rp_rs50,tabpfn_v2,OK,5,11.8782619,0.00490744931,0.680403962,0.000478025572,17.0758601,0.0127708113,4.05526812,0.00187800349,5.89268928,1.65299655,results/logs_full/tata_rp_rs50__tabpfn_v2.log,Tata,RP,RP,50,TFM,private
tata_rp_rs50,tabpfn_v3,OK,5,11.5738588,0.0164633503,0.685851886,0.000949202384,16.92968,0.0255805155,3.95306567,0.00562911025,5.17156096,1.06323777,results/logs_full/tata_rp_rs50__tabpfn_v3.log,Tata,RP,RP,50,TFM,private
tata_rp_rs50,xgboost,OK,5,12.8576053,0.127349746,0.631986592,0.00993888733,18.3220549,0.247609728,4.40081426,0.045414994,0.5057301,0.07296081,results/logs_full/tata_rp_rs50__xgboost.log,Tata,RP,RP,50,Classical,private
tata_rp_rs60,catboost,OK,5,11.9813424,0.067149168,0.690467718,0.0012137552,16.8559746,0.0330701868,4.08349302,0.0236231711,16.18328443,3.69184207,results/logs_full/tata_rp_rs60__catboost.log,Tata,RP,RP,60,Classical,private
tata_rp_rs60,ftt,OK,5,12.0903078,0.0234899171,0.680447842,0.00186707196,17.1265843,0.0499817658,4.11858727,0.007809119,86.8381579,9.22880207,results/logs_full/tata_rp_rs60__ftt.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,lightgbm,OK,5,11.9212906,0.00170529509,0.680035979,4.50193555e-05,17.1376907,0.00120569206,4.07165324,0.000597562767,9.65343847,2.90284654,results/logs_full/tata_rp_rs60__lightgbm.log,Tata,RP,RP,60,Classical,private
tata_rp_rs60,limix,OK,5,11.1460229,0.0157492887,0.713310436,0.000276346319,16.2221202,0.00781837184,3.78832206,0.00585100659,29.1698792,2.0300611,results/logs_full/tata_rp_rs60__limix.log,Tata,RP,RP,60,TFM,private
tata_rp_rs60,mitra,OK,5,12.6205289,0.0,0.668759747,0.0,17.4370609,0.0,4.30906224,0.0,53.7701043,0.815656494,results/logs_full/tata_rp_rs60__mitra.log,Tata,RP,RP,60,TFM,private
tata_rp_rs60,mlp,OK,5,11.9516371,0.033961838,0.6787941,0.00318813492,17.1707056,0.0851919422,4.07851937,0.0113055758,13.3731881,2.15195112,results/logs_full/tata_rp_rs60__mlp.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,modernNCA,OK,5,12.2959465,0.0525202945,0.662153635,0.00228856236,17.60998,0.0596647345,4.19030779,0.0167488352,5.6106945,0.877054985,results/logs_full/tata_rp_rs60__modernNCA.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,realmlp,OK,5,12.2283796,0.183841315,0.668378985,0.0122104713,17.444143,0.320114588,4.17233992,0.0660271748,33.2691101,1.87557986,results/logs_full/tata_rp_rs60__realmlp.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,resnet,OK,5,12.1285138,0.0682944601,0.67038573,0.00618242096,17.3934463,0.163089396,4.14541186,0.0238953,11.8506804,1.42514859,results/logs_full/tata_rp_rs60__resnet.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,tabm,OK,5,12.0945052,0.0473811031,0.68364769,0.00135531693,17.0406532,0.0364890204,4.12118875,0.0164236289,54.0151205,6.17633935,results/logs_full/tata_rp_rs60__tabm.log,Tata,RP,RP,60,Deep,private
tata_rp_rs60,tabpfn_v2,OK,5,11.6295625,0.00888799087,0.698047656,0.000322726062,16.6483375,0.00889495706,3.95698498,0.00333293827,6.35445838,1.79256653,results/logs_full/tata_rp_rs60__tabpfn_v2.log,Tata,RP,RP,60,TFM,private
tata_rp_rs60,tabpfn_v3,OK,5,11.2394474,0.00939171785,0.708848071,0.000647810938,16.3478745,0.0181902374,3.8229724,0.00334430171,4.34119296,0.355110137,results/logs_full/tata_rp_rs60__tabpfn_v3.log,Tata,RP,RP,60,TFM,private
tata_rp_rs60,xgboost,OK,5,12.5716261,0.0570122681,0.656484822,0.00168313589,17.7571552,0.0435344637,4.29489097,0.0172784558,0.52571177,0.20815905,results/logs_full/tata_rp_rs60__xgboost.log,Tata,RP,RP,60,Classical,private
tata_rp_rs70,catboost,OK,5,12.0940787,0.109181002,0.710001839,0.00333995199,16.4807633,0.0952108334,4.13136143,0.0362410178,14.73427615,3.52642854,results/logs_full/tata_rp_rs70__catboost.log,Tata,RP,RP,70,Classical,private
tata_rp_rs70,ftt,OK,5,12.136602,0.160549101,0.704572888,0.00530760605,16.6339207,0.149305364,4.13754233,0.0567179433,66.2715978,19.7768254,results/logs_full/tata_rp_rs70__ftt.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,lightgbm,OK,5,12.0929409,0.00229099177,0.700758542,8.85371196e-05,16.7416333,0.0024768916,4.1405758,0.000802874148,9.44214664,3.74470306,results/logs_full/tata_rp_rs70__lightgbm.log,Tata,RP,RP,70,Classical,private
tata_rp_rs70,limix,OK,5,11.191033,0.00961159002,0.738905427,0.000307324971,15.6381653,0.00920460316,3.81072775,0.00313829578,28.3211109,2.35211811,results/logs_full/tata_rp_rs70__limix.log,Tata,RP,RP,70,TFM,private
tata_rp_rs70,mitra,OK,5,12.6825509,0.0,0.691098721,0.0,17.0097057,0.0,4.33269318,0.0,43.0163599,1.03055629,results/logs_full/tata_rp_rs70__mitra.log,Tata,RP,RP,70,TFM,private
tata_rp_rs70,mlp,OK,5,11.969937,0.0948961733,0.706603225,0.00272367301,16.577153,0.0768623161,4.09096756,0.0327443116,9.81284103,2.26887719,results/logs_full/tata_rp_rs70__mlp.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,modernNCA,OK,5,12.3975697,0.134204682,0.671484336,0.00980933164,17.5394594,0.262907961,4.23705572,0.0474038774,5.00600853,0.672396088,results/logs_full/tata_rp_rs70__modernNCA.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,realmlp,OK,5,12.0220065,0.0537447969,0.706490349,0.00226914662,16.5803959,0.0640850081,4.10027765,0.0181977779,40.4503502,5.02406463,results/logs_full/tata_rp_rs70__realmlp.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,resnet,OK,5,12.0711675,0.0838615093,0.700661728,0.00513802241,16.743725,0.143672363,4.13175942,0.0294077447,17.4173928,3.98831221,results/logs_full/tata_rp_rs70__resnet.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,tabm,OK,5,12.2825246,0.0165816974,0.701324184,0.00151779277,16.7257488,0.0425574876,4.18928141,0.00554784815,31.4452408,4.79339869,results/logs_full/tata_rp_rs70__tabm.log,Tata,RP,RP,70,Deep,private
tata_rp_rs70,tabpfn_v2,OK,5,11.5898998,0.00527815904,0.726638054,0.000330367958,16.0013232,0.00966807116,3.94892718,0.00171885651,6.45225992,1.81315438,results/logs_full/tata_rp_rs70__tabpfn_v2.log,Tata,RP,RP,70,TFM,private
tata_rp_rs70,tabpfn_v3,OK,5,11.1187885,0.00724302476,0.741877542,0.000722128422,15.548891,0.0217280353,3.79049821,0.00240871005,5.33757815,0.856103539,results/logs_full/tata_rp_rs70__tabpfn_v3.log,Tata,RP,RP,70,TFM,private
tata_rp_rs70,xgboost,OK,5,12.6425684,0.0915367036,0.680427261,0.00879629477,17.2993802,0.238491563,4.32214703,0.0315571435,0.46261973,0.14565409,results/logs_full/tata_rp_rs70__xgboost.log,Tata,RP,RP,70,Classical,private
tata_rp_rs80,catboost,OK,5,12.0787618,0.159164771,0.710571523,0.00601488247,16.1841991,0.168142922,4.11977876,0.0549246575,13.33608985,3.72087348,results/logs_full/tata_rp_rs80__catboost.log,Tata,RP,RP,80,Classical,private
tata_rp_rs80,ftt,OK,5,12.5975487,0.176719917,0.691467046,0.00520364565,16.710111,0.141021198,4.28846112,0.0590881557,65.4185849,14.74775,results/logs_full/tata_rp_rs80__ftt.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,lightgbm,OK,5,12.1806056,0.00506177035,0.700434868,0.000145811545,16.4660579,0.00400765014,4.16845853,0.00174952493,6.4907774,0.22309306,results/logs_full/tata_rp_rs80__lightgbm.log,Tata,RP,RP,80,Classical,private
tata_rp_rs80,limix,OK,5,11.3652673,0.0337099537,0.738234147,0.0012606306,15.3921491,0.0370314067,3.86423036,0.0120145789,35.9326212,5.6194644,results/logs_full/tata_rp_rs80__limix.log,Tata,RP,RP,80,TFM,private
tata_rp_rs80,mitra,OK,5,12.717955,0.0,0.689705018,0.0,16.7583554,0.0,4.33405421,0.0,15.7300533,4.1226078,results/logs_full/tata_rp_rs80__mitra.log,Tata,RP,RP,80,TFM,private
tata_rp_rs80,mlp,OK,5,12.5322309,0.103032292,0.694168289,0.00474935163,16.6368916,0.129173155,4.27471789,0.0356828085,17.8319627,1.22598813,results/logs_full/tata_rp_rs80__mlp.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,modernNCA,OK,5,12.8350956,0.410869573,0.656462476,0.0441411513,17.5996332,1.08748452,4.37779447,0.134741407,4.6597816,1.44449013,results/logs_full/tata_rp_rs80__modernNCA.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,realmlp,OK,5,12.5459754,0.190726048,0.69098396,0.00722055536,16.7226552,0.194243332,4.27741381,0.0680340357,43.2619751,2.15022499,results/logs_full/tata_rp_rs80__realmlp.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,resnet,OK,5,12.6485852,0.114451709,0.689936335,0.00626557238,16.7512416,0.170346272,4.30351916,0.0429376369,16.2188966,6.50055878,results/logs_full/tata_rp_rs80__resnet.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,tabm,OK,5,12.7666251,0.205072325,0.682903333,0.00802933294,16.9396963,0.212717949,4.34834621,0.0709737508,29.9953339,7.38959003,results/logs_full/tata_rp_rs80__tabm.log,Tata,RP,RP,80,Deep,private
tata_rp_rs80,tabpfn_v2,OK,5,11.833643,0.00569569682,0.719375529,0.000293861266,15.9370058,0.00834181296,4.02166726,0.00236005852,7.2948935,2.46631391,results/logs_full/tata_rp_rs80__tabpfn_v2.log,Tata,RP,RP,80,TFM,private
tata_rp_rs80,tabpfn_v3,OK,5,11.2854874,0.0284889259,0.735997418,0.000855112055,15.4577948,0.025041926,3.84060048,0.0092991238,7.27166281,0.775748599,results/logs_full/tata_rp_rs80__tabpfn_v3.log,Tata,RP,RP,80,TFM,private
tata_rp_rs80,xgboost,OK,5,12.6461895,0.148201025,0.684557333,0.00863206669,16.8952203,0.23040184,4.31404962,0.0481863743,0.23755879,0.05471153,results/logs_full/tata_rp_rs80__xgboost.log,Tata,RP,RP,80,Classical,private
matbench_ys_rs50,catboost,OK,5,101.067384,2.27976482,0.787128574,0.00630622573,140.583822,2.07041478,7.1997657,0.175061313,16.36513162,2.58999711,results/logs_open/matbench_ys_rs50__catboost.log,matbench_steels,YS,Yield Strength,50,Classical,open
